Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2014,42.000707,"Census Tract 5300.04, Los Angeles County, California",530004,Montebello,1400000US06037530004,"(34.0224325, -118.089527)",Asthma_Related_ER_Visits_2014_1400000US06037530004,01/01/2014,265,265,265,266,265,153,67,67,1087,326,160,14,160,14,1087,160
Health,Asthma,Asthma-Related ER Visits,2014,26.724741,"Census Tract 4824.02, Los Angeles County, California",482402,South San Gabriel,1400000US06037482402,"(34.046139, -118.0807005)",Asthma_Related_ER_Visits_2014_1400000US06037482402,01/01/2014,14,14,14,14,14,217,,,1364,317,221,10,221,10,1364,221
Health,Asthma,Asthma-Related ER Visits,2014,47.852692,"Census Tract 5550.01, Los Angeles County, California",555001,Lakewood,1400000US06037555001,"(33.8439845, -118.09042)",Asthma_Related_ER_Visits_2014_1400000US06037555001,01/01/2014,9,9,9,9,9,123,48,48,897,267,131,5,131,5,897,131
Health,Asthma,Asthma-Related ER Visits,2014,43.230105,"Census Tract 5345.01, Los Angeles County, California",534501,Huntington Park,1400000US06037534501,"(33.967728, -118.2076625)",Asthma_Related_ER_Visits_2014_1400000US06037534501,01/01/2014,40,40,40,39,39,109,26,26,1155,192,116,14,116,14,1155,116
Health,Asthma,Asthma-Related ER Visits,2014,20.875422,"Census Tract 3007.02, Los Angeles County, California",300702,Glendale,1400000US06037300702,"(34.1907305, -118.2577215)",Asthma_Related_ER_Visits_2014_1400000US06037300702,01/01/2014,214,214,216,220,220,86,38,38,2009,15,92,15,92,15,2009,92
Health,Asthma,Asthma-Related ER Visits,2014,20.319245,"Census Tract 4806, Los Angeles County, California",480600,South Pasadena,1400000US06037480600,"(34.118849, -118.1584545)",Asthma_Related_ER_Visits_2014_1400000US06037480600,01/01/2014,209,209,209,213,213,216,34,34,1165,257,220,10,220,10,1165,220
Health,Asthma,Asthma-Related ER Visits,2014,23.42,"Census Tract 4816.03, Los Angeles County, California",481603,Alhambra,1400000US06037481603,"(34.084677, -118.11998)",Asthma_Related_ER_Visits_2014_1400000US06037481603,01/01/2014,160,160,162,160,165,5,30,30,978,263,5,10,5,10,978,5
Health,Asthma,Asthma-Related ER Visits,2014,21.592995,"Census Tract 1374.02, Los Angeles County, California",137402,Woodland Hills,1400000US06037137402,"(34.156668, -118.626367)",Asthma_Related_ER_Visits_2014_1400000US06037137402,01/01/2014,259,259,260,261,260,272,76,76,1566,305,272,9,272,9,1566,272
Health,Asthma,Asthma-Related ER Visits,2014,43.784043,"Census Tract 5326.03, Los Angeles County, California",532603,Huntington Park,1400000US06037532603,"(33.98445, -118.234062)",Asthma_Related_ER_Visits_2014_1400000US06037532603,01/01/2014,40,40,40,39,39,109,26,26,488,192,116,14,116,14,488,116
Health,Asthma,Asthma-Related ER Visits,2014,37.58,"Census Tract 5991, Los Angeles County, California",599100,Unincorporated Catalina Island,1400000US06037599100,"(33.3888135, -118.423552636715)",Asthma_Related_ER_Visits_2014_1400000US06037599100,01/01/2014,130,130,141,138,156,233,,,2095,63,237,5,237,5,2095,237
Health,Asthma,Asthma-Related ER Visits,2014,88.73817,"Census Tract 2325, Los Angeles County, California",232500,Chesterfield Square,1400000US06037232500,"(33.992088, -118.3107815)",Asthma_Related_ER_Visits_2014_1400000US06037232500,01/01/2014,81,85,83,82,82,42,76,76,1992,305,48,12,48,12,1992,48
Health,Asthma,Asthma-Related ER Visits,2014,27.47,"Census Tract 4010.01, Los Angeles County, California",401001,Glendora,1400000US06037401001,"(34.1415235, -117.8527835)",Asthma_Related_ER_Visits_2014_1400000US06037401001,01/01/2014,113,115,116,113,115,87,17,17,2016,233,93,10,93,10,2016,93
Health,Asthma,Asthma-Related ER Visits,2014,44.826414,"Census Tract 5312.01, Los Angeles County, California",531201,East Los Angeles,1400000US06037531201,"(34.0303095, -118.186239)",Asthma_Related_ER_Visits_2014_1400000US06037531201,01/01/2014,43,43,42,41,41,69,,,1691,220,73,4,73,4,1691,73
Health,Asthma,Asthma-Related ER Visits,2014,39.421929,"Census Tract 1014, Los Angeles County, California",101400,Tujunga,1400000US06037101400,"(34.244255, -118.296428)",Asthma_Related_ER_Visits_2014_1400000US06037101400,01/01/2014,148,148,148,145,145,232,76,76,735,305,236,15,236,15,735,236
Health,Asthma,Asthma-Related ER Visits,2014,37.898052,"Census Tract 5505, Los Angeles County, California",550500,Downey,1400000US06037550500,"(33.949951, -118.1052355)",Asthma_Related_ER_Visits_2014_1400000US06037550500,01/01/2014,200,200,201,202,204,61,84,84,2024,296,65,14,65,14,2024,65
Health,Asthma,Asthma-Related ER Visits,2014,28.958263,"Census Tract 2695, Los Angeles County, California",269500,Beverlywood,1400000US06037269500,"(34.0419315, -118.3933555)",Asthma_Related_ER_Visits_2014_1400000US06037269500,01/01/2014,42,42,49,48,48,30,76,76,2248,305,31,16,31,16,2248,31
Health,Asthma,Asthma-Related ER Visits,2014,33.938554,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,1400000US06037406901,"(34.0590435, -117.968603)",Asthma_Related_ER_Visits_2014_1400000US06037406901,01/01/2014,32,32,34,33,33,262,,,1935,330,262,10,262,10,1935,262
Health,Asthma,Asthma-Related ER Visits,2014,41.264329,"Census Tract 1925.10, Los Angeles County, California",192510,East Hollywood,1400000US06037192510,"(34.07989, -118.3068095)",Asthma_Related_ER_Visits_2014_1400000US06037192510,01/01/2014,233,233,233,219,234,67,76,76,1322,305,70,3,70,3,1322,70
Health,Asthma,Asthma-Related ER Visits,2014,61,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,1400000US06037117404,"(34.228481, -118.479066)",Asthma_Related_ER_Visits_2014_1400000US06037117404,01/01/2014,67,75,73,72,72,159,76,76,292,305,165,9,165,9,292,165
Health,Asthma,Asthma-Related ER Visits,2014,29.43152,"Census Tract 1289.10, Los Angeles County, California",128910,Sherman Oaks,1400000US06037128910,"(34.160867, -118.4590905)",Asthma_Related_ER_Visits_2014_1400000US06037128910,01/01/2014,264,264,264,264,264,206,76,76,749,305,211,9,211,9,749,211
Health,Asthma,Asthma-Related ER Visits,2014,43.78,"Census Tract 5335.02, Los Angeles County, California",533502,Huntington Park,1400000US06037533502,"(33.985033, -118.194854)",Asthma_Related_ER_Visits_2014_1400000US06037533502,01/01/2014,40,40,40,39,39,109,26,26,491,192,116,14,116,14,491,116
Health,Asthma,Asthma-Related ER Visits,2014,20.097073,"Census Tract 4034.07, Los Angeles County, California",403407,Walnut,1400000US06037403407,"(34.038589, -117.874477)",Asthma_Related_ER_Visits_2014_1400000US06037403407,01/01/2014,80,84,82,81,81,248,79,79,2260,53,252,10,252,10,2260,252
Health,Asthma,Asthma-Related ER Visits,2014,42.68,"Census Tract 1853.20, Los Angeles County, California",185320,Cypress Park,1400000US06037185320,"(34.0883995, -118.2247575)",Asthma_Related_ER_Visits_2014_1400000US06037185320,01/01/2014,172,172,173,170,177,51,76,76,1601,305,56,6,56,6,1601,56
Health,Asthma,Asthma-Related ER Visits,2014,37.483665,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,1400000US06037430102,"(34.126938, -117.978573)",Asthma_Related_ER_Visits_2014_1400000US06037430102,01/01/2014,204,204,204,207,208,64,10,10,1371,189,67,10,67,10,1371,67
Health,Asthma,Asthma-Related ER Visits,2014,33.927967,"Census Tract 2699.03, Los Angeles County, California",269903,Palms,1400000US06037269903,"(34.020876, -118.4064875)",Asthma_Related_ER_Visits_2014_1400000US06037269903,01/01/2014,62,63,63,62,62,170,76,76,98,305,176,16,176,16,98,176
Health,Asthma,Asthma-Related ER Visits,2014,35.44,"Census Tract 1918.10, Los Angeles County, California",191810,Hollywood,1400000US06037191810,"(34.088927, -118.327716)",Asthma_Related_ER_Visits_2014_1400000US06037191810,01/01/2014,239,239,239,240,239,108,76,76,430,305,115,3,115,3,430,115
Health,Asthma,Asthma-Related ER Visits,2014,68.17680799999999,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,1400000US06037218702,"(34.0327605, -118.335031)",Asthma_Related_ER_Visits_2014_1400000US06037218702,01/01/2014,30,30,29,29,29,251,76,76,1921,305,158,12,158,12,1921,158
Health,Asthma,Asthma-Related ER Visits,2014,60.131139,"Census Tract 2037.10, Los Angeles County, California",203710,Boyle Heights,1400000US06037203710,"(34.04985, -118.2009955)",Asthma_Related_ER_Visits_2014_1400000US06037203710,01/01/2014,73,76,75,74,74,21,76,76,1067,305,32,4,32,4,1067,32
Health,Asthma,Asthma-Related ER Visits,2014,25.48,"Census Tract 5545.12, Los Angeles County, California",554512,Cerritos,1400000US06037554512,"(33.8767845, -118.055207)",Asthma_Related_ER_Visits_2014_1400000US06037554512,01/01/2014,243,243,243,238,244,43,59,59,852,308,45,14,45,14,852,45
Health,Asthma,Asthma-Related ER Visits,2014,61.58,"Census Tract 5305, Los Angeles County, California",530500,East Los Angeles,1400000US06037530500,"(34.038762, -118.165861)",Asthma_Related_ER_Visits_2014_1400000US06037530500,01/01/2014,43,43,42,41,41,69,,,483,220,73,4,73,4,483,73
Health,Asthma,Asthma-Related ER Visits,2014,45.04,"Census Tract 2131, Los Angeles County, California",213100,Arlington Heights,1400000US06037213100,"(34.0508045, -118.3133105)",Asthma_Related_ER_Visits_2014_1400000US06037213100,01/01/2014,253,253,253,253,253,11,76,76,1125,305,12,3,12,3,1125,12
Health,Asthma,Asthma-Related ER Visits,2014,91.01862300000001,"Census Tract 5426.02, Los Angeles County, California",542602,Compton,1400000US06037542602,"(33.899639, -118.226136)",Asthma_Related_ER_Visits_2014_1400000US06037542602,01/01/2014,257,257,258,257,257,52,52,52,559,285,55,14,55,14,559,55
Health,Asthma,Asthma-Related ER Visits,2014,51.496116,"Census Tract 1331, Los Angeles County, California",133100,Tarzana,1400000US06037133100,"(34.185206, -118.5447525)",Asthma_Related_ER_Visits_2014_1400000US06037133100,01/01/2014,49,49,50,49,49,225,76,76,753,305,229,9,229,9,753,229
Health,Asthma,Asthma-Related ER Visits,2014,62.630628,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,1400000US06037221500,"(34.034856, -118.3046185)",Asthma_Related_ER_Visits_2014_1400000US06037221500,01/01/2014,127,127,129,126,130,2,76,76,366,305,2,12,2,12,366,2
Health,Asthma,Asthma-Related ER Visits,2014,46.943397,"Census Tract 4324.02, Los Angeles County, California",432402,El Monte,1400000US06037432402,"(34.0855885, -118.027564)",Asthma_Related_ER_Visits_2014_1400000US06037432402,01/01/2014,123,123,126,123,127,73,65,65,1073,323,77,10,77,10,1073,77
Health,Asthma,Asthma-Related ER Visits,2014,27.797505,"Census Tract 1247, Los Angeles County, California",124700,Sherman Oaks,1400000US06037124700,"(34.162466912294, -118.413864499994)",Asthma_Related_ER_Visits_2014_1400000US06037124700,01/01/2014,,,,,,,76,76,742,305,,9,,9,742,
Health,Asthma,Asthma-Related ER Visits,2014,33.52005,"Census Tract 2122.02, Los Angeles County, California",212202,Westlake,1400000US06037212202,"(34.056368, -118.2879195)",Asthma_Related_ER_Visits_2014_1400000US06037212202,01/01/2014,166,166,167,164,170,258,76,76,494,305,258,3,258,3,494,258
Health,Asthma,Asthma-Related ER Visits,2014,21.666721,"Census Tract 4822.01, Los Angeles County, California",482201,Monterey Park,1400000US06037482201,"(34.058869, -118.122138)",Asthma_Related_ER_Visits_2014_1400000US06037482201,01/01/2014,101,102,106,103,102,155,87,87,984,299,157,10,157,10,984,157
Health,Asthma,Asthma-Related ER Visits,2014,38.505755,"Census Tract 3108, Los Angeles County, California",310800,Burbank,1400000US06037310800,"(34.1749995, -118.3232165)",Asthma_Related_ER_Visits_2014_1400000US06037310800,01/01/2014,182,182,181,181,185,33,36,36,912,266,28,9,28,9,912,28
Health,Asthma,Asthma-Related ER Visits,2014,22.88,"Census Tract 2674.03, Los Angeles County, California",267403,Sawtelle,1400000US06037267403,"(34.047607, -118.4565715)",Asthma_Related_ER_Visits_2014_1400000US06037267403,01/01/2014,115,83,119,119,121,204,76,76,238,305,202,16,202,16,238,202
Health,Asthma,Asthma-Related ER Visits,2014,43.91,"Census Tract 4049.02, Los Angeles County, California",404902,Baldwin Park,1400000US06037404902,"(34.0866635, -117.9791755)",Asthma_Related_ER_Visits_2014_1400000US06037404902,01/01/2014,69,70,69,68,68,20,70,70,1174,331,20,10,20,10,1174,20
Health,Asthma,Asthma-Related ER Visits,2014,47.27,"Census Tract 5024.02, Los Angeles County, California",502402,Pico Rivera,1400000US06037502402,"(33.973095, -118.0895215)",Asthma_Related_ER_Visits_2014_1400000US06037502402,01/01/2014,169,169,170,167,174,174,77,77,1961,333,179,14,179,14,1961,179
Health,Asthma,Asthma-Related ER Visits,2014,51.040196,"Census Tract 5031.04, Los Angeles County, California",503104,South Whittier,1400000US06037503104,"(33.9212825, -118.041571)",Asthma_Related_ER_Visits_2014_1400000US06037503104,01/01/2014,79,81,81,80,80,219,,,642,292,223,14,223,14,642,223
Health,Asthma,Asthma-Related ER Visits,2014,35.322249,"Census Tract 1031.01, Los Angeles County, California",103101,Sunland,1400000US06037103101,"(34.274431, -118.30714)",Asthma_Related_ER_Visits_2014_1400000US06037103101,01/01/2014,256,256,256,260,259,223,76,76,19,305,227,15,227,15,19,227
Health,Asthma,Asthma-Related ER Visits,2014,58.832828,"Census Tract 5434, Los Angeles County, California",543400,Carson,1400000US06037543400,"(33.853193, -118.273818)",Asthma_Related_ER_Visits_2014_1400000US06037543400,01/01/2014,57,57,58,57,57,36,50,50,580,281,38,5,38,5,580,38
Health,Asthma,Asthma-Related ER Visits,2014,38.838727,"Census Tract 4012.02, Los Angeles County, California",401202,San Dimas,1400000US06037401202,"(34.113742, -117.8332835)",Asthma_Related_ER_Visits_2014_1400000US06037401202,01/01/2014,137,137,134,131,135,193,78,78,1499,334,199,10,199,10,1499,199
Health,Asthma,Asthma-Related ER Visits,2014,62.243523,"Census Tract 5544.03, Los Angeles County, California",554403,Bellflower,1400000US06037554403,"(33.873679, -118.1382425)",Asthma_Related_ER_Visits_2014_1400000US06037554403,01/01/2014,215,215,217,221,221,23,58,58,1737,307,22,14,22,14,1737,22
Health,Asthma,Asthma-Related ER Visits,2014,18.71,"Census Tract 4817.11, Los Angeles County, California",481711,Monterey Park,1400000US06037481711,"(34.06617, -118.1198595)",Asthma_Related_ER_Visits_2014_1400000US06037481711,01/01/2014,101,102,106,103,102,155,87,87,613,299,157,10,157,10,613,157
Health,Asthma,Asthma-Related ER Visits,2014,81.63500000000001,"Census Tract 5413, Los Angeles County, California",541300,Compton,1400000US06037541300,"(33.911067, -118.243046)",Asthma_Related_ER_Visits_2014_1400000US06037541300,01/01/2014,257,257,258,257,257,52,52,52,2128,285,55,14,55,14,2128,55
Health,Asthma,Asthma-Related ER Visits,2014,38.54,"Census Tract 5341.02, Los Angeles County, California",534102,Bell Gardens,1400000US06037534102,"(33.9705995, -118.161146)",Asthma_Related_ER_Visits_2014_1400000US06037534102,01/01/2014,184,184,183,183,187,24,24,24,1150,252,23,14,23,14,1150,23
Health,Asthma,Asthma-Related ER Visits,2014,42.68,"Census Tract 1863.02, Los Angeles County, California",186302,Glassell Park,1400000US06037186302,"(34.1130175, -118.228915)",Asthma_Related_ER_Visits_2014_1400000US06037186302,01/01/2014,173,173,174,171,178,85,76,76,971,305,89,6,89,6,971,89
Health,Asthma,Asthma-Related ER Visits,2014,42.68,"Census Tract 1863.01, Los Angeles County, California",186301,Glassell Park,1400000US06037186301,"(34.1220355, -118.2414825)",Asthma_Related_ER_Visits_2014_1400000US06037186301,01/01/2014,173,173,174,171,178,85,76,76,1603,305,89,6,89,6,1603,89
Health,Asthma,Asthma-Related ER Visits,2014,54.751239,"Census Tract 1066.48, Los Angeles County, California",106648,Sylmar,1400000US06037106648,"(34.293406, -118.4556035)",Asthma_Related_ER_Visits_2014_1400000US06037106648,01/01/2014,56,56,56,55,55,224,76,76,210,305,224,9,224,9,210,224
Health,Asthma,Asthma-Related ER Visits,2014,41.539202,"Census Tract 5402.01, Los Angeles County, California",540201,South Gate,1400000US06037540201,"(33.9409795, -118.2135415)",Asthma_Related_ER_Visits_2014_1400000US06037540201,01/01/2014,244,244,244,244,245,214,22,22,1424,250,218,14,218,14,1424,218
Health,Asthma,Asthma-Related ER Visits,2014,19.09,"Census Tract 4034.02, Los Angeles County, California",403402,Walnut,1400000US06037403402,"(34.017293, -117.856107)",Asthma_Related_ER_Visits_2014_1400000US06037403402,01/01/2014,80,84,82,81,81,248,79,79,309,53,252,10,252,10,309,252
Health,Asthma,Asthma-Related ER Visits,2014,48.06,"Census Tract 5526.01, Los Angeles County, California",552601,Norwalk,1400000US06037552601,"(33.8913085, -118.0776385)",Asthma_Related_ER_Visits_2014_1400000US06037552601,01/01/2014,12,12,33,32,32,165,60,60,323,309,170,14,170,14,323,170
Health,Asthma,Asthma-Related ER Visits,2014,46.86,"Census Tract 4328.01, Los Angeles County, California",432801,El Monte,1400000US06037432801,"(34.077308, -118.0459705)",Asthma_Related_ER_Visits_2014_1400000US06037432801,01/01/2014,123,123,126,123,127,73,65,65,2067,323,77,10,77,10,2067,77
Health,Asthma,Asthma-Related ER Visits,2014,56.571369,"Census Tract 2060.50, Los Angeles County, California",206050,Boyle Heights,1400000US06037206050,"(34.0290235, -118.2229675)",Asthma_Related_ER_Visits_2014_1400000US06037206050,01/01/2014,73,76,75,74,74,21,76,76,1868,305,32,4,32,4,1868,32
Health,Asthma,Asthma-Related ER Visits,2014,37.696475,"Census Tract 2084.02, Los Angeles County, California",208402,Westlake,1400000US06037208402,"(34.0682985, -118.265581)",Asthma_Related_ER_Visits_2014_1400000US06037208402,01/01/2014,166,166,167,164,170,258,76,76,467,305,258,3,258,3,467,258
Health,Asthma,Asthma-Related ER Visits,2014,61.11,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Asthma_Related_ER_Visits_2014_1400000US06037120030,01/01/2014,179,179,179,177,183,172,76,76,523,305,174,9,174,9,523,174
Health,Asthma,Asthma-Related ER Visits,2014,43.852711,"Census Tract 5510, Los Angeles County, California",551000,Downey,1400000US06037551000,"(33.93758, -118.112064)",Asthma_Related_ER_Visits_2014_1400000US06037551000,01/01/2014,200,200,201,202,204,61,84,84,839,296,65,14,65,14,839,65
Health,Asthma,Asthma-Related ER Visits,2014,79.807633,"Census Tract 5730.02, Los Angeles County, California",573002,Long Beach,1400000US06037573002,"(33.7934865, -118.1915465)",Asthma_Related_ER_Visits_2014_1400000US06037573002,01/01/2014,10,10,10,10,10,137,49,49,598,280,144,5,144,5,598,144
Health,Asthma,Asthma-Related ER Visits,2014,46.300388,"Census Tract 2015.01, Los Angeles County, California",201501,El Sereno,1400000US06037201501,"(34.0872435, -118.1663745)",Asthma_Related_ER_Visits_2014_1400000US06037201501,01/01/2014,153,153,152,149,150,75,76,76,1865,305,79,4,79,4,1865,79
Health,Asthma,Asthma-Related ER Visits,2014,48.269039,"Census Tract 4045.04, Los Angeles County, California",404504,Citrus,1400000US06037404504,"(34.11051, -117.9033385)",Asthma_Related_ER_Visits_2014_1400000US06037404504,01/01/2014,2,2,2,2,2,48,,,2261,170,51,10,51,10,2261,51
Health,Asthma,Asthma-Related ER Visits,2014,86.18440099999999,"Census Tract 2400.20, Los Angeles County, California",240020,Green Meadows,1400000US06037240020,"(33.954224, -118.263804)",Asthma_Related_ER_Visits_2014_1400000US06037240020,01/01/2014,139,139,144,141,142,90,76,76,1219,305,90,12,90,12,1219,90
